serial_no,bid_no,S.No.,Seller Name,Offered Item,Total Price,Rank,Status,Winner
174,GEM/2025/B/6558185,3,KIRAN TRADING CORPORATION Under PMA,"Item Categories : Biochemistry Reagent Kit (Close System),Biochemistry Reagent Kit (Close System),Biochemistry Reagen",` 3653000.00,L3,,
174,GEM/2025/B/6558185,,,,,,,
187,GEM/2025/B/6594303,1,"KANAK ENTERPRISES (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : ABOOBILIQUERhoD Forward and Reverse Grouping Card Pack of Card 24 Matrix Gel Card,AHG Coombs TestCa",` 79034.20,L1,,
187,GEM/2025/B/6594303,,,,,,,
190,GEM/2025/B/6572275,1,ROYAL BIOTECH Under PMA,"Item Categories : Rheumatoid Factor Test Kit - RA Test Kit (V2),Widal Test Kit,HIV Rapid Test Kits,HBsAg Rapid Test K",` 11594.50,L1,Qualified,
184,GEM/2025/B/6565259,1,"MAHAVIR PHARMACEUTICALS (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Alkaline phosphatase kit Erba,Serum Uric Acid Kit Erba,Serum Amylase Kit Erba,Serum Lipase Kit Erba",` 149765.00,L1,,
184,GEM/2025/B/6565259,2,AR ENTERPRISES (MII) Under PMA,"Item Categories : Alkaline phosphatase kit Erba,Serum Uric Acid Kit Erba,Serum Amylase Kit Erba,Serum Lipase Kit Erba",` 156900.00,L2,,
184,GEM/2025/B/6565259,3,KRISHNA BIOTECH (MII) Under PMA,"Item Categories : Alkaline phosphatase kit Erba,Serum Uric Acid Kit Erba,Serum Amylase Kit Erba,Serum Lipase Kit Erba",` 170350.00,L3,,
184,GEM/2025/B/6565259,,,,,,,
183,GEM/2025/B/6564326,1,TIOT SYSTEMS LIMITED Under PMA,"Item Categories : Package No. 1 - ATAL TINKERING LAB OF  NITI AAYOG ELECTRONICS DEVELOPMENT, ROBOTICS, INTERNET OF TH",` 6900000.00,L1,,
183,GEM/2025/B/6564326,2,ROBOKIDZ EDUVENTURES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,"Item Categories : Package No. 1 - ATAL TINKERING LAB OF  NITI AAYOG ELECTRONICS DEVELOPMENT, ROBOTICS, INTERNET OF TH",` 7674384.00,L2,,
183,GEM/2025/B/6564326,3,Sumangal Foundation Under PMA,"Item Categories : Package No. 1 - ATAL TINKERING LAB OF  NITI AAYOG ELECTRONICS DEVELOPMENT, ROBOTICS, INTERNET OF TH",` 7679988.00,L3,,
183,GEM/2025/B/6564326,,,,,,,
185,GEM/2025/B/6563247,1,ASHISH SURGICAL AGENCY Under PMA,"Item Categories : Rapid PAP Stain Kit,Slide Box,Cover Slip,Cover Slip,Cover Slip,Cover Slip,Deionised Water,Protime L",` 17011130.00,L1,,
185,GEM/2025/B/6563247,2,JAIN DISTRIBUTORS Under PMA,"Item Categories : Rapid PAP Stain Kit,Slide Box,Cover Slip,Cover Slip,Cover Slip,Cover Slip,Deionised Water,Protime L",` 17684665.00,L2,,
185,GEM/2025/B/6563247,3,PHARMAX DISTRIBUTORS Under PMA,"Item Categories : Rapid PAP Stain Kit,Slide Box,Cover Slip,Cover Slip,Cover Slip,Cover Slip,Deionised Water,Protime L",` 18044376.00,L3,,
185,GEM/2025/B/6563247,,,,,,,
191,GEM/2025/B/6574385,1,MDC HEALTHCARE PRIVATE LIMITED (MII) Under PMA,Item Categories : Micro PCR MTB Test Kit,` 512512.00,L1,,
191,GEM/2025/B/6574385,,,,,,,
193,GEM/2025/B/6537606,1,GENETIX BIOTECH ASIA LIMITED Under PMA,Item Categories : Real Time PCR Machine (V2),` 1543156.80,L1,,
193,GEM/2025/B/6537606,,,,,,,
197,GEM/2025/B/6507894,1,Biowel Inc (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : Real Star HSV PCR Kit 10 96T,Real Star Influenza Sand T RTPCR kit 40 96T,Real Star CMV PCR Kit 10 9",` 1977885.00,L1,,
197,GEM/2025/B/6507894,,,,,,,
198,GEM/2025/B/6547833,1,NEW TECH PHARMA HEALTH CARE ( MSE Social Category:OBC ) Under PMA,Item Categories : Automated Real Time Micro PCR Machine,` 7241105.00,L1,,
198,GEM/2025/B/6547833,2,GIRISH MEDICOS ( MSE Social Category:General ) Under PMA,Item Categories : Automated Real Time Micro PCR Machine,` 7501100.00,L2,,
198,GEM/2025/B/6547833,3,AMAR PRODUCTS ( MSE Social Category:General ) Under PMA,Item Categories : Automated Real Time Micro PCR Machine,` 8112500.00,L3,,
198,GEM/2025/B/6547833,,,,,,,
200,GEM/2025/B/6476622,1,TECHNO ENTERPRISE Under PMA,Item Categories : PCR Amplification KIT,` 296779.00,L1,,
200,GEM/2025/B/6476622,2,PHENIX ENTERPRISE Under PMA,Item Categories : PCR Amplification KIT,` 306780.00,L2,,
200,GEM/2025/B/6476622,3,GURUKRUPA ENTERPRISE Under PMA,Item Categories : PCR Amplification KIT,` 312610.00,L3,,
200,GEM/2025/B/6476622,,,,,,,
194,GEM/2025/B/6567298,1,CEPHEID INDIA PRIVATE LIMITED Under PMA,Item Categories : CBNAAT  MTB/RIF Ultra PCR test kit,` 199584.00,L1,,
194,GEM/2025/B/6567298,,,,,,,
195,GEM/2025/B/6524283,1,INDIAN SCIENTIFIC COMPANY Under PMA,"Item Categories : SUPPLY, INSTALLATION, AND COMMISSIONING OF REAL TIME PCR MACHINE",` 1417595.00,L1,,
195,GEM/2025/B/6524283,,,,,,,
199,GEM/2025/B/6499630,1,SOUTHERN INDIA SCIENTIFIC CORPORATION ( MSE Social Category:General ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 94628.00,L1,Disqualified,
199,GEM/2025/B/6499630,2,THE I L E CO (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 97881.00,L2,Qualified,
199,GEM/2025/B/6499630,3,SUDHAGAR BIOLOGICAL AND CHEMICALS PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 101116.48,L3,Disqualified,
199,GEM/2025/B/6499630,4,SUBRA SCIENTIFIC COMPANY (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 110634.73,L4,Qualified,
199,GEM/2025/B/6499630,5,SUPERWORTH BIODISCOVERIES PRIVATE LIMITED Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 131747.80,L5,Disqualified,
199,GEM/2025/B/6499630,6,R.S. Equipments (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 237221.00,L6,Qualified,
199,GEM/2025/B/6499630,7,LEADS INDIA LABORATORY EQUIPMENT CO. ( MSE Social Category:OBC ) Under PMA,"Item Categories : MICRO Tip Box two to two hundred ul,Micro Centrifuge Tube zero point five ml,Micro Centrifuge Tube",` 305149.00,L7,Disqualified,
121,GEM/2025/B/6781933,1,HINDUSTAN TRADERS & SUPPLIERS Under PMA,Item Categories : Forensic DNA Extraction Kit,` 545050.00,L1,,
121,GEM/2025/B/6781933,2,I.T. SOLUTION Under PMA,Item Categories : Forensic DNA Extraction Kit,` 547261.00,L2,,
121,GEM/2025/B/6781933,3,akhand bharat suppliers and construction Under PMA,Item Categories : Forensic DNA Extraction Kit,` 549989.00,L3,,
121,GEM/2025/B/6781933,,,,,,,
123,GEM/2025/B/6742869,1,DIAGNOMICS (OPC) PRIVATE LIMITED Under PMA,"Item Categories : Taq polymerase,1kb DNA Ladder,Parafilm,Cryo Storage box,Deferoxamine 20mg",` 90880.73,L1,Qualified,
123,GEM/2025/B/6742869,2,Rado scientific Under PMA,"Item Categories : Taq polymerase,1kb DNA Ladder,Parafilm,Cryo Storage box,Deferoxamine 20mg",` 99769.00,L2,Disqualified,
123,GEM/2025/B/6742869,3,SYNERGY SCIENTIFIC SERVICES PRIVATE LIMITED (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Taq polymerase,1kb DNA Ladder,Parafilm,Cryo Storage box,Deferoxamine 20mg",` 171400.00,L3,Qualified,
125,GEM/2025/B/6743564,1,"JUNIPER LIFE SCIENCES PRIVATE LIMITED (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Micro Centrifuges Tube PP 0 point 5 ml per case 1000,Micro Centrifuges Tube PP 1 point 5 ml case 50",` 560084.00,L1,,
125,GEM/2025/B/6743564,,,,,,,
122,GEM/2025/B/6781686,1,akhand bharat suppliers and construction Under PMA,Item Categories : Forensic DNA Extraction Kit,` 47547.00,L1,,
122,GEM/2025/B/6781686,2,HINDUSTAN TRADERS & SUPPLIERS Under PMA,Item Categories : Forensic DNA Extraction Kit,` 47933.00,L2,,
122,GEM/2025/B/6781686,3,NEW VISION TECHNOLOGY Under PMA,Item Categories : Forensic DNA Extraction Kit,` 48000.00,L3,,
122,GEM/2025/B/6781686,,,,,,,
124,GEM/2025/B/6738893,1,"H P SCIENTIFIC CORPORATION (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Cryo Embedding Tissue Compound 120ML,SDFCL Xylene 1 litre,Aniline Blue,FFPE Dna Isolation Kit,FFPE",` 999000.00,L1,,
124,GEM/2025/B/6738893,2,"KR SOLUTION (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Cryo Embedding Tissue Compound 120ML,SDFCL Xylene 1 litre,Aniline Blue,FFPE Dna Isolation Kit,FFPE",` 1239000.00,L2,,
124,GEM/2025/B/6738893,3,"LABTRONIC INDIA (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Cryo Embedding Tissue Compound 120ML,SDFCL Xylene 1 litre,Aniline Blue,FFPE Dna Isolation Kit,FFPE",` 1346000.00,L3,,
124,GEM/2025/B/6738893,,,,,,,
126,GEM/2025/B/6776582,1,M/S  GK ENTERPRISES Under PMA,"Item Categories : Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Ex",` 937850.00,L1,,
126,GEM/2025/B/6776582,2,AS TECHNOLOGY Under PMA,"Item Categories : Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Ex",` 938981.00,L2,,
126,GEM/2025/B/6776582,3,M/S STALLION ENTERPRISES Under PMA,"Item Categories : Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Extraction Kit,Forensic DNA Ex",` 942100.00,L3,,
126,GEM/2025/B/6776582,,,,,,,
127,GEM/2025/B/6773812,1,HINDUSTAN TRADERS & SUPPLIERS Under PMA,Item Categories : Forensic DNA Extraction Kit,` 116990.00,L1,,
127,GEM/2025/B/6773812,2,I.T. SOLUTION Under PMA,Item Categories : Forensic DNA Extraction Kit,` 118990.00,L2,,
127,GEM/2025/B/6773812,3,akhand bharat suppliers and construction Under PMA,Item Categories : Forensic DNA Extraction Kit,` 120000.00,L3,,
127,GEM/2025/B/6773812,4,Aman Biotech India and Research Laboratories ( MSE Social Category:General ) Under PMA,Item Categories : Forensic DNA Extraction Kit,` 489900.00,L4,,
127,GEM/2025/B/6773812,,,,,,,
130,GEM/2025/B/6702856,1,BIO VISION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : RevertAid First Strand cDNA Synthesis Kit 100 x 20 UL rxns,Gene Ruler 1kb plus DNA Ladder ready to",` 432966.02,L1,,
130,GEM/2025/B/6702856,2,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : RevertAid First Strand cDNA Synthesis Kit 100 x 20 UL rxns,Gene Ruler 1kb plus DNA Ladder ready to",` 436319.00,L2,,
130,GEM/2025/B/6702856,,,,,,,
128,GEM/2025/B/6705464,1,BIO VISION (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : RevertAid First Strand cDNA Synthesis Kit,GeneRuler TM1 kb DNA Ladder ready to use,RNase A,Proteina",` 720569.07,L1,,
128,GEM/2025/B/6705464,2,VISION SCIENTIFIC (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : RevertAid First Strand cDNA Synthesis Kit,GeneRuler TM1 kb DNA Ladder ready to use,RNase A,Proteina",` 727151.00,L2,,
128,GEM/2025/B/6705464,,,,,,,
197,GEM/2025/B/6922804,1,M/s Krishna Medicals & Surgicals (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 43186.50,L1,,
197,GEM/2025/B/6922804,2,JAGDAMBA MEDICAL AGENCY (MSE) ( MSE Social Category:OBC ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 43910.00,L2,,
197,GEM/2025/B/6922804,3,KANDA ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 48295.00,L3,,
197,GEM/2025/B/6922804,4,VSD ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 49650.00,L4,,
197,GEM/2025/B/6922804,5,SD Enterprises (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 55445.00,L5,,
197,GEM/2025/B/6922804,6,MD Traders (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 56280.00,L6,,
197,GEM/2025/B/6922804,7,HSD ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Cell culture rabies vaccine vial of 1 Ml,Insulin disposable Syringe 1 ML,Sodium chloride solution i",` 60060.00,L7,,
197,GEM/2025/B/6922804,,,,,,,
193,GEM/2025/B/6880308,1,K K ENTERPRISES Under PMA,"Item Categories : Cell pack DCL (Pack of 20 Ltr,Fluorocell WDF (Pack of 84 ml),Sulfolyser (Pack of 1.5 Ltr),Lysercell",` 196476.00,L1,,
193,GEM/2025/B/6880308,2,OMKAR STEEL WORKS Under PMA,"Item Categories : Cell pack DCL (Pack of 20 Ltr,Fluorocell WDF (Pack of 84 ml),Sulfolyser (Pack of 1.5 Ltr),Lysercell",` 206739.00,L2,,
193,GEM/2025/B/6880308,3,SURAJ RATHOR Under PMA,"Item Categories : Cell pack DCL (Pack of 20 Ltr,Fluorocell WDF (Pack of 84 ml),Sulfolyser (Pack of 1.5 Ltr),Lysercell",` 208318.00,L3,,
193,GEM/2025/B/6880308,,,,,,,
192,GEM/2025/B/6881899,1,M/S SUDIP SAHA (MII) Under PMA,"Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR,Piston Ring,Head Gaskit,Feed Pump,Fuel Injection",` 890479.00,L1,,
192,GEM/2025/B/6881899,2,"SANJOY PAUL (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR,Piston Ring,Head Gaskit,Feed Pump,Fuel Injection",` 1138490.94,L2,,
192,GEM/2025/B/6881899,3,OM SHANTI EARTH MOVERS (MII) Under PMA,"Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR,Piston Ring,Head Gaskit,Feed Pump,Fuel Injection",` 1165771.13,L3,,
192,GEM/2025/B/6881899,,,,,,,
195,GEM/2025/B/6920985,1,VINTAGE SALES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : File Cover Printed colour,White File Cover,Multi Colour Flag,Register 200 pages,Register 300 pages,",` 161060.00,L1,,
195,GEM/2025/B/6920985,2,NEW ERA SOLUTIONS Under PMA,"Item Categories : File Cover Printed colour,White File Cover,Multi Colour Flag,Register 200 pages,Register 300 pages,",` 179760.00,L2,,
195,GEM/2025/B/6920985,3,mstradingco (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : File Cover Printed colour,White File Cover,Multi Colour Flag,Register 200 pages,Register 300 pages,",` 181924.00,L3,,
195,GEM/2025/B/6920985,4,MINAS STORES (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : File Cover Printed colour,White File Cover,Multi Colour Flag,Register 200 pages,Register 300 pages,",` 213164.00,L4,,
195,GEM/2025/B/6920985,,,,,,,
196,GEM/2025/B/6922874,1,RAKESH ENTERPRISES (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : DRIVE PINION,HEAD LIGHT BULB 12V 55W,CYL HEAD GASKET,PISTON RING STD,AC BELT,TIMING BELT,NOZZLE 222",` 139045.00,L1,,
196,GEM/2025/B/6922874,2,TRADE ASIA (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : DRIVE PINION,HEAD LIGHT BULB 12V 55W,CYL HEAD GASKET,PISTON RING STD,AC BELT,TIMING BELT,NOZZLE 222",` 139960.00,L2,,
196,GEM/2025/B/6922874,3,NEW BHARAT ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : DRIVE PINION,HEAD LIGHT BULB 12V 55W,CYL HEAD GASKET,PISTON RING STD,AC BELT,TIMING BELT,NOZZLE 222",` 141094.00,L3,,
196,GEM/2025/B/6922874,,,,,,,
199,GEM/2025/B/6922437,1,RAKESH ENTERPRISES (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : ROLLER,ROLLER PIN,CAM PLATE,POSITIONER,NOZZLE 1829,PACKING OVERHAUL KIT,PISTON RING STD,INLET VALVE",` 149878.00,L1,,
199,GEM/2025/B/6922437,2,TRADE ASIA (MSE) ( MSE Social Category:SC ) Under PMA,"Item Categories : ROLLER,ROLLER PIN,CAM PLATE,POSITIONER,NOZZLE 1829,PACKING OVERHAUL KIT,PISTON RING STD,INLET VALVE",` 150703.00,L2,,
199,GEM/2025/B/6922437,3,NEW BHARAT ENTERPRISE (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : ROLLER,ROLLER PIN,CAM PLATE,POSITIONER,NOZZLE 1829,PACKING OVERHAUL KIT,PISTON RING STD,INLET VALVE",` 151505.00,L3,,
199,GEM/2025/B/6922437,,,,,,,
194,GEM/2025/B/6906634,1,"SUN DIVINE HEALTH CARE (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : Gram Stain readymade,Zn Stain readymade,O Pooled Cell,Combined microbial sensitivity disc GNB,Hemot",` 625519.00,L1,,
194,GEM/2025/B/6906634,2,"UDM HEALTHCARE (MSE,MII) ( MSE Social Category:OBC ) Under PMA","Item Categories : Gram Stain readymade,Zn Stain readymade,O Pooled Cell,Combined microbial sensitivity disc GNB,Hemot",` 865800.00,L2,,
194,GEM/2025/B/6906634,,,,,,,
191,GEM/2025/B/6882093,1,"K C DIESEL SERVICES (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR 15KVA,Piston Ring,Feed Pump,Fuel Injection pump,",` 1316156.00,L1,,
191,GEM/2025/B/6882093,2,"SHREE SHYAM TRADING (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR 15KVA,Piston Ring,Feed Pump,Fuel Injection pump,",` 1381912.00,L2,,
191,GEM/2025/B/6882093,3,"R S EARTH MOVERS (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Self starter,Air Filter,Oil Filter,Fuel Filter,AVR 15KVA,Piston Ring,Feed Pump,Fuel Injection pump,",` 1405107.00,L3,,
191,GEM/2025/B/6882093,,,,,,,
198,GEM/2025/B/6922461,1,ESS KAY HOME CARE ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 240455.00,L1,Disqualified,
198,GEM/2025/B/6922461,2,M/S GUPTA TRADERS ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 250445.00,L2,Disqualified,
198,GEM/2025/B/6922461,3,JAYALAKSHMI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 262245.00,L3,Disqualified,
198,GEM/2025/B/6922461,4,BALAJI ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 286260.00,L4,Disqualified,
198,GEM/2025/B/6922461,5,JYOTI TRADERS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 301070.50,L5,Qualified,
198,GEM/2025/B/6922461,6,BRIGADE INDIA TRADERS Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 315025.00,L6,Qualified,
198,GEM/2025/B/6922461,7,SPORTS N FITNESS (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 327748.00,L7,Qualified,
198,GEM/2025/B/6922461,8,IJ ENTERPRISES ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 385710.00,L8,Disqualified,
198,GEM/2025/B/6922461,9,M/S MAKMONI ENTERPRISES (MSE) ( MSE Social Category:General ) Under PMA,"Item Categories : Phnyl,Dusting Cloth,Pocha Cloth,Harpic,Lizol,Chuna,Geru,Teracota,Odonil,Colin,Pencil Cell AAA,Penci",` 404550.00,L9,Qualified,
189,GEM/2025/B/6496623,1,LORD'S MARK INDUSTRIES LIMITED (MII) Under PMA,Item Categories : Semi Automatic Bio Chemistry Analyser,` 64900.00,L1,,
189,GEM/2025/B/6496623,2,S.S. ENTERPRISES (MII) Under PMA,Item Categories : Semi Automatic Bio Chemistry Analyser,` 69000.00,L2,,
189,GEM/2025/B/6496623,3,ASTRONIC LAB SOLUTIONS (MII) Under PMA,Item Categories : Semi Automatic Bio Chemistry Analyser,` 253900.00,L3,,
189,GEM/2025/B/6496623,,,,,,,
187,GEM/2025/B/6517894,1,ELITE BIOTECH (MII) Under PMA,"Item Categories : Total Protein System Pack,Cuvettes,Ferritin system pack,Iron System pack,Lipase system pack,multica",` 149510.80,L1,,
187,GEM/2025/B/6517894,2,U S ENTERPRISES (MII) Under PMA,"Item Categories : Total Protein System Pack,Cuvettes,Ferritin system pack,Iron System pack,Lipase system pack,multica",` 161378.00,L2,,
187,GEM/2025/B/6517894,3,"KRITIKA MEDI PHARMA (MSE,MII) ( MSE Social Category:General ) Under PMA","Item Categories : Total Protein System Pack,Cuvettes,Ferritin system pack,Iron System pack,Lipase system pack,multica",` 167400.00,L3,,
187,GEM/2025/B/6517894,,,,,,,
186,GEM/2025/B/6548678,1,GARGI ENTERPRISES Under PMA,Item Categories : Fully Automatic Biochemistry Analyzer (V2),` 4792000.00,L1,,
186,GEM/2025/B/6548678,2,M/S  SWAASTI ENTERPRISES Under PMA,Item Categories : Fully Automatic Biochemistry Analyzer (V2),` 4796000.00,L2,,
186,GEM/2025/B/6548678,,,,,,,
185,GEM/2025/B/6562658,1,MEDICARES Under PMA,Item Categories : Customized AMC/CMC for Pre-owned Products - Laboratory Hematology Machine; ERBA Hematology Machine,` 53808.00,L1,,
